Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,210.000000,210.199997,202.490005,202.720001,202.720001,21225600
2021-01-05,204.740005,213.350006,204.600006,211.630005,211.630005,19338300
2021-01-06,210.220001,215.610001,209.339996,211.029999,211.029999,16202200
2021-01-07,213.389999,216.600006,211.779999,212.710007,212.710007,14474100
2021-01-08,213.610001,214.100006,208.160004,209.899994,209.899994,14144000
2021-01-11,203.029999,207.779999,201.009995,206.789993,206.789993,16770300
2021-01-12,206.649994,209.059998,204.809998,208.410004,208.410004,12836200
2021-01-13,207.149994,208.789993,204.850006,207.210007,207.210007,8570500
2021-01-14,208.789993,214.190002,208.210007,209.910004,209.910004,12446800
2021-01-15,208.960007,209.250000,204.199997,204.320007,204.320007,11103300
2021-01-19,206.990005,211.520004,206.520004,210.710007,210.710007,11947200
2021-01-20,213.240005,215.589996,211.210007,211.449997,211.449997,9727000
2021-01-21,211.720001,211.929993,206.339996,207.410004,207.410004,11091300
2021-01-22,205.550003,206.699997,204.270004,205.839996,205.839996,7514600
2021-01-25,203.270004,203.800003,199.300003,203.360001,203.360001,14276200
2021-01-26,205.339996,208.350006,201.789993,202.059998,202.059998,11011800
2021-01-27,196.899994,199.470001,191.850006,194.029999,194.029999,20948500
2021-01-28,198.050003,200.419998,196.000000,197.229996,197.229996,10403200
2021-01-29,198.300003,201.570007,193.119995,194.190002,194.190002,13683700
2021-02-01,196.000000,197.380005,192.860001,195.839996,195.839996,9061900
2021-02-02,198.979996,203.029999,198.089996,200.940002,200.940002,11130600
2021-02-03,202.000000,208.160004,201.259995,207.389999,207.389999,11836900
2021-02-04,209.869995,212.479996,208.020004,210.639999,210.639999,11869900
2021-02-05,212.250000,213.199997,206.660004,207.929993,207.929993,9546100
2021-02-08,209.550003,211.990005,208.300003,211.949997,211.949997,11182100
2021-02-09,210.600006,216.729996,208.899994,215.119995,215.119995,13615700
2021-02-10,215.649994,217.490005,211.119995,211.919998,211.919998,11510700
2021-02-11,212.240005,213.990005,208.570007,210.660004,210.660004,7140200
